"","or_region","as_region","year","tot_compl","or_lat","or_long","as_lat","as_long"
"8010","SouthernAfrica","EasternAfrica",2012,2,-23,30,3,40
"8011","SouthernAsia","EasternAfrica",2012,41,23,79,3,40
"8012","SouthernEurope","EasternAfrica",2012,0,40,9,3,40
"8013","WesternAfrica","EasternAfrica",2012,3,11,1,3,40
"8014","WesternAsia","EasternAfrica",2012,34,24,42,3,40
"8015","WesternEurope","EasternAfrica",2012,0,50,5,3,40
"8016","Caribbean","EasternAsia",2012,0,21,-78,41,116
"8017","CentralAmerica","EasternAsia",2012,0,16,-93,41,116
"8018","CentralAsia","EasternAsia",2012,7,42,67,41,116
"8019","EasternAfrica","EasternAsia",2012,18,3,40,41,116
"8021","EasternEurope","EasternAsia",2012,3,51,39,41,116
"8022","MiddleAfrica","EasternAsia",2012,10,1,17,41,116
"8023","NorthernAfrica","EasternAsia",2012,0,29,9,41,116
"8024","NorthernAmerica","EasternAsia",2012,0,45,-100,41,116
"8025","NorthernEurope","EasternAsia",2012,0,59,15,41,116
"8026","Oceania","EasternAsia",2012,0,-20,135,41,116
"8027","South-EasternAsia","EasternAsia",2012,116,3,114,41,116
"8028","SouthAmerica","EasternAsia",2012,0,-25,-65,41,116
"8029","SouthernAfrica","EasternAsia",2012,0,-23,30,41,116
"8030","SouthernAsia","EasternAsia",2012,29,23,79,41,116
"8031","SouthernEurope","EasternAsia",2012,0,40,9,41,116
"8032","WesternAfrica","EasternAsia",2012,11,11,1,41,116
"8033","WesternAsia","EasternAsia",2012,4,24,42,41,116
"8034","WesternEurope","EasternAsia",2012,1,50,5,41,116
"8035","Caribbean","EasternEurope",2012,17,21,-78,51,39
"8036","CentralAmerica","EasternEurope",2012,0,16,-93,51,39
"8037","CentralAsia","EasternEurope",2012,386,42,67,51,39
"8038","EasternAfrica","EasternEurope",2012,255,3,40,51,39
"8039","EasternAsia","EasternEurope",2012,35,41,116,51,39
"8041","MiddleAfrica","EasternEurope",2012,27,1,17,51,39
"8042","NorthernAfrica","EasternEurope",2012,21,29,9,51,39
"8043","NorthernAmerica","EasternEurope",2012,1,45,-100,51,39
"8044","NorthernEurope","EasternEurope",2012,1,59,15,51,39
"8045","Oceania","EasternEurope",2012,0,-20,135,51,39
"8046","South-EasternAsia","EasternEurope",2012,33,3,114,51,39
"8047","SouthAmerica","EasternEurope",2012,0,-25,-65,51,39
"8048","SouthernAfrica","EasternEurope",2012,1,-23,30,51,39
"8049","SouthernAsia","EasternEurope",2012,31,23,79,51,39
"8050","SouthernEurope","EasternEurope",2012,0,40,9,51,39
"8051","WesternAfrica","EasternEurope",2012,23,11,1,51,39
"8052","WesternAsia","EasternEurope",2012,446.5,24,42,51,39
"8053","WesternEurope","EasternEurope",2012,0,50,5,51,39
"8054","Caribbean","MiddleAfrica",2012,1,21,-78,1,17
"8055","CentralAmerica","MiddleAfrica",2012,0,16,-93,1,17
"8056","CentralAsia","MiddleAfrica",2012,0,42,67,1,17
"8057","EasternAfrica","MiddleAfrica",2012,9255,3,40,1,17
"8058","EasternAsia","MiddleAfrica",2012,0,41,116,1,17
"8059","EasternEurope","MiddleAfrica",2012,0,51,39,1,17
"8061","NorthernAfrica","MiddleAfrica",2012,14,29,9,1,17
"8062","NorthernAmerica","MiddleAfrica",2012,0,45,-100,1,17
"8063","NorthernEurope","MiddleAfrica",2012,0,59,15,1,17
"8064","Oceania","MiddleAfrica",2012,0,-20,135,1,17
"8065","South-EasternAsia","MiddleAfrica",2012,0,3,114,1,17
"8066","SouthAmerica","MiddleAfrica",2012,0,-25,-65,1,17
"8067","SouthernAfrica","MiddleAfrica",2012,0,-23,30,1,17
"8068","SouthernAsia","MiddleAfrica",2012,0,23,79,1,17
"8069","SouthernEurope","MiddleAfrica",2012,0,40,9,1,17
"8070","WesternAfrica","MiddleAfrica",2012,110,11,1,1,17
"8071","WesternAsia","MiddleAfrica",2012,1,24,42,1,17
"8072","WesternEurope","MiddleAfrica",2012,0,50,5,1,17
"8073","Caribbean","NorthernAfrica",2012,0,21,-78,29,9
"8074","CentralAmerica","NorthernAfrica",2012,0,16,-93,29,9
"8075","CentralAsia","NorthernAfrica",2012,3,42,67,29,9
"8076","EasternAfrica","NorthernAfrica",2012,2280,3,40,29,9
"8077","EasternAsia","NorthernAfrica",2012,0,41,116,29,9
"8078","EasternEurope","NorthernAfrica",2012,2,51,39,29,9
"8079","MiddleAfrica","NorthernAfrica",2012,42,1,17,29,9
"8081","NorthernAmerica","NorthernAfrica",2012,0,45,-100,29,9
"8082","NorthernEurope","NorthernAfrica",2012,0,59,15,29,9
"8083","Oceania","NorthernAfrica",2012,0,-20,135,29,9
"8084","South-EasternAsia","NorthernAfrica",2012,1,3,114,29,9
"8085","SouthAmerica","NorthernAfrica",2012,0,-25,-65,29,9
"8086","SouthernAfrica","NorthernAfrica",2012,5,-23,30,29,9
"8087","SouthernAsia","NorthernAfrica",2012,2,23,79,29,9
"8088","SouthernEurope","NorthernAfrica",2012,0,40,9,29,9
"8089","WesternAfrica","NorthernAfrica",2012,79,11,1,29,9
"8090","WesternAsia","NorthernAfrica",2012,13261,24,42,29,9
"8091","WesternEurope","NorthernAfrica",2012,0,50,5,29,9
"8092","Caribbean","NorthernAmerica",2012,4901,21,-78,45,-100
"8093","CentralAmerica","NorthernAmerica",2012,3294,16,-93,45,-100
"8094","CentralAsia","NorthernAmerica",2012,210,42,67,45,-100
"8095","EasternAfrica","NorthernAmerica",2012,995,3,40,45,-100
"8096","EasternAsia","NorthernAmerica",2012,2376,41,116,45,-100
"8097","EasternEurope","NorthernAmerica",2012,456,51,39,45,-100
"8098","MiddleAfrica","NorthernAmerica",2012,79,1,17,45,-100
"8099","NorthernAfrica","NorthernAmerica",2012,1398,29,9,45,-100
"8101","NorthernEurope","NorthernAmerica",2012,238,59,15,45,-100
"8102","Oceania","NorthernAmerica",2012,6,-20,135,45,-100
"8103","South-EasternAsia","NorthernAmerica",2012,22,3,114,45,-100
"8104","SouthAmerica","NorthernAmerica",2012,1014,-25,-65,45,-100
"8105","SouthernAfrica","NorthernAmerica",2012,191,-23,30,45,-100
"8106","SouthernAsia","NorthernAmerica",2012,690,23,79,45,-100
"8107","SouthernEurope","NorthernAmerica",2012,14,40,9,45,-100
"8108","WesternAfrica","NorthernAmerica",2012,1015,11,1,45,-100
"8109","WesternAsia","NorthernAmerica",2012,1256,24,42,45,-100
"8110","WesternEurope","NorthernAmerica",2012,28,50,5,45,-100
"8111","Caribbean","NorthernEurope",2012,0,21,-78,59,15
"8112","CentralAmerica","NorthernEurope",2012,16,16,-93,59,15
"8113","CentralAsia","NorthernEurope",2012,3094,42,67,59,15
"8114","EasternAfrica","NorthernEurope",2012,6213,3,40,59,15
"8115","EasternAsia","NorthernEurope",2012,164,41,116,59,15
"8116","EasternEurope","NorthernEurope",2012,128,51,39,59,15
"8117","MiddleAfrica","NorthernEurope",2012,35,1,17,59,15
"8118","NorthernAfrica","NorthernEurope",2012,35,29,9,59,15
"8119","NorthernAmerica","NorthernEurope",2012,0,45,-100,59,15
"8121","Oceania","NorthernEurope",2012,0,-20,135,59,15
"8122","South-EasternAsia","NorthernEurope",2012,2,3,114,59,15
"8123","SouthAmerica","NorthernEurope",2012,6,-25,-65,59,15
"8124","SouthernAfrica","NorthernEurope",2012,6,-23,30,59,15
"8125","SouthernAsia","NorthernEurope",2012,20,23,79,59,15
"8126","SouthernEurope","NorthernEurope",2012,0,40,9,59,15
"8127","WesternAfrica","NorthernEurope",2012,106,11,1,59,15
"8128","WesternAsia","NorthernEurope",2012,6485,24,42,59,15
"8129","WesternEurope","NorthernEurope",2012,0,50,5,59,15
"8130","Caribbean","Oceania",2012,0,21,-78,-20,135
"8131","CentralAmerica","Oceania",2012,2,16,-93,-20,135
"8132","CentralAsia","Oceania",2012,4031,42,67,-20,135
"8133","EasternAfrica","Oceania",2012,32,3,40,-20,135
"8134","EasternAsia","Oceania",2012,187,41,116,-20,135
"8135","EasternEurope","Oceania",2012,7,51,39,-20,135
"8136","MiddleAfrica","Oceania",2012,5,1,17,-20,135
"8137","NorthernAfrica","Oceania",2012,351,29,9,-20,135
"8138","NorthernAmerica","Oceania",2012,1,45,-100,-20,135
"8139","NorthernEurope","Oceania",2012,0,59,15,-20,135
"8141","South-EasternAsia","Oceania",2012,84,3,114,-20,135
"8142","SouthAmerica","Oceania",2012,0,-25,-65,-20,135
"8143","SouthernAfrica","Oceania",2012,68,-23,30,-20,135
"8144","SouthernAsia","Oceania",2012,1311,23,79,-20,135
"8145","SouthernEurope","Oceania",2012,0,40,9,-20,135
"8146","WesternAfrica","Oceania",2012,11,11,1,-20,135
"8147","WesternAsia","Oceania",2012,281,24,42,-20,135
"8148","WesternEurope","Oceania",2012,2,50,5,-20,135
"8149","Caribbean","South-EasternAsia",2012,0,21,-78,3,114
"8150","CentralAmerica","South-EasternAsia",2012,0,16,-93,3,114
"8151","CentralAsia","South-EasternAsia",2012,577,42,67,3,114
"8152","EasternAfrica","South-EasternAsia",2012,236,3,40,3,114
"8153","EasternAsia","South-EasternAsia",2012,52,41,116,3,114
"8154","EasternEurope","South-EasternAsia",2012,0,51,39,3,114
"8155","MiddleAfrica","South-EasternAsia",2012,10,1,17,3,114
"8156","NorthernAfrica","South-EasternAsia",2012,11,29,9,3,114
"8157","NorthernAmerica","South-EasternAsia",2012,0,45,-100,3,114
"8158","NorthernEurope","South-EasternAsia",2012,0,59,15,3,114
"8159","Oceania","South-EasternAsia",2012,2,-20,135,3,114
"8161","SouthAmerica","South-EasternAsia",2012,0,-25,-65,3,114
"8162","SouthernAfrica","South-EasternAsia",2012,0,-23,30,3,114
"8163","SouthernAsia","South-EasternAsia",2012,74,23,79,3,114
"8164","SouthernEurope","South-EasternAsia",2012,0,40,9,3,114
"8165","WesternAfrica","South-EasternAsia",2012,6,11,1,3,114
"8166","WesternAsia","South-EasternAsia",2012,120,24,42,3,114
"8167","WesternEurope","South-EasternAsia",2012,0,50,5,3,114
"8168","Caribbean","SouthAmerica",2012,12,21,-78,-25,-65
"8169","CentralAmerica","SouthAmerica",2012,3,16,-93,-25,-65
"8170","CentralAsia","SouthAmerica",2012,9.5,42,67,-25,-65
"8171","EasternAfrica","SouthAmerica",2012,8,3,40,-25,-65
"8172","EasternAsia","SouthAmerica",2012,1,41,116,-25,-65
"8173","EasternEurope","SouthAmerica",2012,9,51,39,-25,-65
"8174","MiddleAfrica","SouthAmerica",2012,49,1,17,-25,-65
"8175","NorthernAfrica","SouthAmerica",2012,1,29,9,-25,-65
"8176","NorthernAmerica","SouthAmerica",2012,3,45,-100,-25,-65
"8177","NorthernEurope","SouthAmerica",2012,1,59,15,-25,-65
"8178","Oceania","SouthAmerica",2012,0,-20,135,-25,-65
"8179","South-EasternAsia","SouthAmerica",2012,1,3,114,-25,-65
"8181","SouthernAfrica","SouthAmerica",2012,1,-23,30,-25,-65
"8182","SouthernAsia","SouthAmerica",2012,26,23,79,-25,-65
"8183","SouthernEurope","SouthAmerica",2012,0,40,9,-25,-65
"8184","WesternAfrica","SouthAmerica",2012,47,11,1,-25,-65
"8185","WesternAsia","SouthAmerica",2012,76,24,42,-25,-65
"8186","WesternEurope","SouthAmerica",2012,0,50,5,-25,-65
"8187","Caribbean","SouthernAfrica",2012,0,21,-78,-23,30
"8188","CentralAmerica","SouthernAfrica",2012,0,16,-93,-23,30
"8189","CentralAsia","SouthernAfrica",2012,2,42,67,-23,30
"8190","EasternAfrica","SouthernAfrica",2012,6407,3,40,-23,30
"8191","EasternAsia","SouthernAfrica",2012,0,41,116,-23,30
"8192","EasternEurope","SouthernAfrica",2012,0,51,39,-23,30
"8193","MiddleAfrica","SouthernAfrica",2012,3710,1,17,-23,30
"8194","NorthernAfrica","SouthernAfrica",2012,1,29,9,-23,30
"8195","NorthernAmerica","SouthernAfrica",2012,0,45,-100,-23,30
"8196","NorthernEurope","SouthernAfrica",2012,2,59,15,-23,30
"8197","Oceania","SouthernAfrica",2012,1,-20,135,-23,30
"8198","South-EasternAsia","SouthernAfrica",2012,0,3,114,-23,30
"8199","SouthAmerica","SouthernAfrica",2012,0,-25,-65,-23,30
"8201","SouthernAsia","SouthernAfrica",2012,66,23,79,-23,30
"8202","SouthernEurope","SouthernAfrica",2012,0,40,9,-23,30
"8203","WesternAfrica","SouthernAfrica",2012,19,11,1,-23,30
"8204","WesternAsia","SouthernAfrica",2012,6,24,42,-23,30
"8205","WesternEurope","SouthernAfrica",2012,0,50,5,-23,30
"8206","Caribbean","SouthernAsia",2012,0,21,-78,23,79
"8207","CentralAmerica","SouthernAsia",2012,0,16,-93,23,79
"8208","CentralAsia","SouthernAsia",2012,504,42,67,23,79
"8209","EasternAfrica","SouthernAsia",2012,15.5,3,40,23,79
"8210","EasternAsia","SouthernAsia",2012,531,41,116,23,79
"8211","EasternEurope","SouthernAsia",2012,0,51,39,23,79
"8212","MiddleAfrica","SouthernAsia",2012,19,1,17,23,79
"8213","NorthernAfrica","SouthernAsia",2012,0,29,9,23,79
"8214","NorthernAmerica","SouthernAsia",2012,0,45,-100,23,79
"8215","NorthernEurope","SouthernAsia",2012,0,59,15,23,79
"8216","Oceania","SouthernAsia",2012,0,-20,135,23,79
"8217","South-EasternAsia","SouthernAsia",2012,2107,3,114,23,79
"8218","SouthAmerica","SouthernAsia",2012,0,-25,-65,23,79
"8219","SouthernAfrica","SouthernAsia",2012,0,-23,30,23,79
"8221","SouthernEurope","SouthernAsia",2012,0,40,9,23,79
"8222","WesternAfrica","SouthernAsia",2012,4,11,1,23,79
"8223","WesternAsia","SouthernAsia",2012,14,24,42,23,79
"8224","WesternEurope","SouthernAsia",2012,0,50,5,23,79
"8225","Caribbean","SouthernEurope",2012,19,21,-78,40,9
"8226","CentralAmerica","SouthernEurope",2012,17,16,-93,40,9
"8227","CentralAsia","SouthernEurope",2012,1113,42,67,40,9
"8228","EasternAfrica","SouthernEurope",2012,2527,3,40,40,9
"8229","EasternAsia","SouthernEurope",2012,4,41,116,40,9
"8230","EasternEurope","SouthernEurope",2012,97,51,39,40,9
"8231","MiddleAfrica","SouthernEurope",2012,222,1,17,40,9
"8232","NorthernAfrica","SouthernEurope",2012,441.5,29,9,40,9
"8233","NorthernAmerica","SouthernEurope",2012,0,45,-100,40,9
"8234","NorthernEurope","SouthernEurope",2012,0,59,15,40,9
"8235","Oceania","SouthernEurope",2012,0,-20,135,40,9
"8236","South-EasternAsia","SouthernEurope",2012,1,3,114,40,9
"8237","SouthAmerica","SouthernEurope",2012,11,-25,-65,40,9
"8238","SouthernAfrica","SouthernEurope",2012,1,-23,30,40,9
"8239","SouthernAsia","SouthernEurope",2012,849,23,79,40,9
"8241","WesternAfrica","SouthernEurope",2012,3962,11,1,40,9
"8242","WesternAsia","SouthernEurope",2012,845,24,42,40,9
"8243","WesternEurope","SouthernEurope",2012,0,50,5,40,9
"8244","Caribbean","WesternAfrica",2012,0,21,-78,11,1
"8245","CentralAmerica","WesternAfrica",2012,0,16,-93,11,1
"8246","CentralAsia","WesternAfrica",2012,1,42,67,11,1
"8247","EasternAfrica","WesternAfrica",2012,39,3,40,11,1
"8248","EasternAsia","WesternAfrica",2012,0,41,116,11,1
"8249","EasternEurope","WesternAfrica",2012,1,51,39,11,1
"8250","MiddleAfrica","WesternAfrica",2012,151,1,17,11,1
"8251","NorthernAfrica","WesternAfrica",2012,5,29,9,11,1
"8252","NorthernAmerica","WesternAfrica",2012,0,45,-100,11,1
"8253","NorthernEurope","WesternAfrica",2012,0,59,15,11,1
"8254","Oceania","WesternAfrica",2012,0,-20,135,11,1
"8255","South-EasternAsia","WesternAfrica",2012,0,3,114,11,1
"8256","SouthAmerica","WesternAfrica",2012,0,-25,-65,11,1
"8257","SouthernAfrica","WesternAfrica",2012,1,-23,30,11,1
"8258","SouthernAsia","WesternAfrica",2012,2,23,79,11,1
"8259","SouthernEurope","WesternAfrica",2012,0,40,9,11,1
"8261","WesternAsia","WesternAfrica",2012,12,24,42,11,1
"8262","WesternEurope","WesternAfrica",2012,0,50,5,11,1
"8263","Caribbean","WesternAsia",2012,1,21,-78,24,42
"8264","CentralAmerica","WesternAsia",2012,0,16,-93,24,42
"8265","CentralAsia","WesternAsia",2012,1108,42,67,24,42
"8266","EasternAfrica","WesternAsia",2012,31815,3,40,24,42
"8267","EasternAsia","WesternAsia",2012,0,41,116,24,42
"8268","EasternEurope","WesternAsia",2012,1,51,39,24,42
"8269","MiddleAfrica","WesternAsia",2012,13,1,17,24,42
"8270","NorthernAfrica","WesternAsia",2012,26,29,9,24,42
"8271","NorthernAmerica","WesternAsia",2012,2,45,-100,24,42
"8272","NorthernEurope","WesternAsia",2012,0,59,15,24,42
"8273","Oceania","WesternAsia",2012,0,-20,135,24,42
"8274","South-EasternAsia","WesternAsia",2012,1,3,114,24,42
"8275","SouthAmerica","WesternAsia",2012,1,-25,-65,24,42
"8276","SouthernAfrica","WesternAsia",2012,0,-23,30,24,42
"8277","SouthernAsia","WesternAsia",2012,27,23,79,24,42
"8278","SouthernEurope","WesternAsia",2012,0,40,9,24,42
"8279","WesternAfrica","WesternAsia",2012,13,11,1,24,42
"8281","WesternEurope","WesternAsia",2012,0,50,5,24,42
"8282","Caribbean","WesternEurope",2012,146,21,-78,50,5
"8283","CentralAmerica","WesternEurope",2012,51,16,-93,50,5
"8284","CentralAsia","WesternEurope",2012,6344,42,67,50,5
"8285","EasternAfrica","WesternEurope",2012,4887,3,40,50,5
"8286","EasternAsia","WesternEurope",2012,1085,41,116,50,5
"8287","EasternEurope","WesternEurope",2012,7706.5,51,39,50,5
"8288","MiddleAfrica","WesternEurope",2012,1135,1,17,50,5
"8289","NorthernAfrica","WesternEurope",2012,2201.5,29,9,50,5
"8290","NorthernAmerica","WesternEurope",2012,21,45,-100,50,5
"8291","NorthernEurope","WesternEurope",2012,3,59,15,50,5
"8292","Oceania","WesternEurope",2012,12,-20,135,50,5
"8293","South-EasternAsia","WesternEurope",2012,210,3,114,50,5
"8294","SouthAmerica","WesternEurope",2012,72,-25,-65,50,5
"8295","SouthernAfrica","WesternEurope",2012,176,-23,30,50,5
"8296","SouthernAsia","WesternEurope",2012,1772,23,79,50,5
"8297","SouthernEurope","WesternEurope",2012,10,40,9,50,5
"8298","WesternAfrica","WesternEurope",2012,2800.5,11,1,50,5
"8299","WesternAsia","WesternEurope",2012,14562,24,42,50,5
"8302","CentralAmerica","Caribbean",2013,1,16,-93,21,-78
"8303","CentralAsia","Caribbean",2013,0,42,67,21,-78
"8304","EasternAfrica","Caribbean",2013,1,3,40,21,-78
"8305","EasternAsia","Caribbean",2013,0,41,116,21,-78
"8306","EasternEurope","Caribbean",2013,0,51,39,21,-78
"8307","MiddleAfrica","Caribbean",2013,0,1,17,21,-78
"8308","NorthernAfrica","Caribbean",2013,6,29,9,21,-78
"8309","NorthernAmerica","Caribbean",2013,0,45,-100,21,-78
"8310","NorthernEurope","Caribbean",2013,0,59,15,21,-78
"8311","Oceania","Caribbean",2013,0,-20,135,21,-78
"8312","South-EasternAsia","Caribbean",2013,0,3,114,21,-78
"8313","SouthAmerica","Caribbean",2013,1,-25,-65,21,-78
"8314","SouthernAfrica","Caribbean",2013,0,-23,30,21,-78
"8315","SouthernAsia","Caribbean",2013,0,23,79,21,-78
"8316","SouthernEurope","Caribbean",2013,0,40,9,21,-78
"8317","WesternAfrica","Caribbean",2013,1,11,1,21,-78
"8318","WesternAsia","Caribbean",2013,16,24,42,21,-78
"8319","WesternEurope","Caribbean",2013,0,50,5,21,-78
"8320","Caribbean","CentralAmerica",2013,40,21,-78,16,-93
"8322","CentralAsia","CentralAmerica",2013,3,42,67,16,-93
"8323","EasternAfrica","CentralAmerica",2013,4,3,40,16,-93
"8324","EasternAsia","CentralAmerica",2013,0,41,116,16,-93
"8325","EasternEurope","CentralAmerica",2013,1,51,39,16,-93
"8326","MiddleAfrica","CentralAmerica",2013,9,1,17,16,-93
"8327","NorthernAfrica","CentralAmerica",2013,3,29,9,16,-93
"8328","NorthernAmerica","CentralAmerica",2013,0,45,-100,16,-93
"8329","NorthernEurope","CentralAmerica",2013,0,59,15,16,-93
"8330","Oceania","CentralAmerica",2013,0,-20,135,16,-93
"8331","South-EasternAsia","CentralAmerica",2013,0,3,114,16,-93
"8332","SouthAmerica","CentralAmerica",2013,6527,-25,-65,16,-93
"8333","SouthernAfrica","CentralAmerica",2013,0,-23,30,16,-93
"8334","SouthernAsia","CentralAmerica",2013,9,23,79,16,-93
"8335","SouthernEurope","CentralAmerica",2013,0,40,9,16,-93
"8336","WesternAfrica","CentralAmerica",2013,31,11,1,16,-93
"8337","WesternAsia","CentralAmerica",2013,12,24,42,16,-93
"8338","WesternEurope","CentralAmerica",2013,0,50,5,16,-93
"8339","Caribbean","CentralAsia",2013,0,21,-78,42,67
"8340","CentralAmerica","CentralAsia",2013,0,16,-93,42,67
"8342","EasternAfrica","CentralAsia",2013,0,3,40,42,67
"8343","EasternAsia","CentralAsia",2013,0,41,116,42,67
"8344","EasternEurope","CentralAsia",2013,0,51,39,42,67
"8345","MiddleAfrica","CentralAsia",2013,0,1,17,42,67
"8346","NorthernAfrica","CentralAsia",2013,0,29,9,42,67
"8347","NorthernAmerica","CentralAsia",2013,0,45,-100,42,67
"8348","NorthernEurope","CentralAsia",2013,0,59,15,42,67
"8349","Oceania","CentralAsia",2013,0,-20,135,42,67
"8350","South-EasternAsia","CentralAsia",2013,0,3,114,42,67
"8351","SouthAmerica","CentralAsia",2013,0,-25,-65,42,67
"8352","SouthernAfrica","CentralAsia",2013,0,-23,30,42,67
"8353","SouthernAsia","CentralAsia",2013,687,23,79,42,67
"8354","SouthernEurope","CentralAsia",2013,0,40,9,42,67
"8355","WesternAfrica","CentralAsia",2013,0,11,1,42,67
"8356","WesternAsia","CentralAsia",2013,17,24,42,42,67
"8357","WesternEurope","CentralAsia",2013,0,50,5,42,67
"8358","Caribbean","EasternAfrica",2013,0,21,-78,3,40
"8359","CentralAmerica","EasternAfrica",2013,0,16,-93,3,40
"8360","CentralAsia","EasternAfrica",2013,4,42,67,3,40
"8362","EasternAsia","EasternAfrica",2013,0,41,116,3,40
"8363","EasternEurope","EasternAfrica",2013,0,51,39,3,40
"8364","MiddleAfrica","EasternAfrica",2013,60265.5,1,17,3,40
"8365","NorthernAfrica","EasternAfrica",2013,5,29,9,3,40
"8366","NorthernAmerica","EasternAfrica",2013,0,45,-100,3,40
"8367","NorthernEurope","EasternAfrica",2013,0,59,15,3,40
"8368","Oceania","EasternAfrica",2013,0,-20,135,3,40
"8369","South-EasternAsia","EasternAfrica",2013,0,3,114,3,40
"8370","SouthAmerica","EasternAfrica",2013,0,-25,-65,3,40
"8371","SouthernAfrica","EasternAfrica",2013,0,-23,30,3,40
"8372","SouthernAsia","EasternAfrica",2013,8,23,79,3,40
"8373","SouthernEurope","EasternAfrica",2013,0,40,9,3,40
"8374","WesternAfrica","EasternAfrica",2013,1,11,1,3,40
"8375","WesternAsia","EasternAfrica",2013,102,24,42,3,40
"8376","WesternEurope","EasternAfrica",2013,0,50,5,3,40
"8377","Caribbean","EasternAsia",2013,0,21,-78,41,116
"8378","CentralAmerica","EasternAsia",2013,0,16,-93,41,116
"8379","CentralAsia","EasternAsia",2013,1,42,67,41,116
"8380","EasternAfrica","EasternAsia",2013,47,3,40,41,116
"8382","EasternEurope","EasternAsia",2013,0,51,39,41,116
"8383","MiddleAfrica","EasternAsia",2013,4,1,17,41,116
"8384","NorthernAfrica","EasternAsia",2013,0,29,9,41,116
