"","or_region","as_region","year","tot_compl","or_lat","or_long","as_lat","as_long"
"1188","NorthernEurope","EasternEurope",1993,234.5,59,15,51,39
"1189","Oceania","EasternEurope",1993,0,-20,135,51,39
"1190","South-EasternAsia","EasternEurope",1993,0,3,114,51,39
"1191","SouthAmerica","EasternEurope",1993,0,-25,-65,51,39
"1192","SouthernAfrica","EasternEurope",1993,1,-23,30,51,39
"1193","SouthernAsia","EasternEurope",1993,133.5,23,79,51,39
"1194","SouthernEurope","EasternEurope",1993,0,40,9,51,39
"1195","WesternAfrica","EasternEurope",1993,7,11,1,51,39
"1196","WesternAsia","EasternEurope",1993,6692.5,24,42,51,39
"1197","WesternEurope","EasternEurope",1993,0,50,5,51,39
"1198","Caribbean","MiddleAfrica",1993,1,21,-78,1,17
"1199","CentralAmerica","MiddleAfrica",1993,0,16,-93,1,17
"1200","CentralAsia","MiddleAfrica",1993,0,42,67,1,17
"1201","EasternAfrica","MiddleAfrica",1993,177568,3,40,1,17
"1202","EasternAsia","MiddleAfrica",1993,0,41,116,1,17
"1203","EasternEurope","MiddleAfrica",1993,0,51,39,1,17
"1205","NorthernAfrica","MiddleAfrica",1993,0,29,9,1,17
"1206","NorthernAmerica","MiddleAfrica",1993,0,45,-100,1,17
"1207","NorthernEurope","MiddleAfrica",1993,0,59,15,1,17
"1208","Oceania","MiddleAfrica",1993,0,-20,135,1,17
"1209","South-EasternAsia","MiddleAfrica",1993,0,3,114,1,17
"1210","SouthAmerica","MiddleAfrica",1993,0,-25,-65,1,17
"1211","SouthernAfrica","MiddleAfrica",1993,3,-23,30,1,17
"1212","SouthernAsia","MiddleAfrica",1993,0,23,79,1,17
"1213","SouthernEurope","MiddleAfrica",1993,0,40,9,1,17
"1214","WesternAfrica","MiddleAfrica",1993,45.5,11,1,1,17
"1215","WesternAsia","MiddleAfrica",1993,0,24,42,1,17
"1216","WesternEurope","MiddleAfrica",1993,0,50,5,1,17
"1217","Caribbean","NorthernAfrica",1993,0,21,-78,29,9
"1218","CentralAmerica","NorthernAfrica",1993,0,16,-93,29,9
"1219","CentralAsia","NorthernAfrica",1993,1,42,67,29,9
"1220","EasternAfrica","NorthernAfrica",1993,1317,3,40,29,9
"1221","EasternAsia","NorthernAfrica",1993,0,41,116,29,9
"1222","EasternEurope","NorthernAfrica",1993,3,51,39,29,9
"1223","MiddleAfrica","NorthernAfrica",1993,2,1,17,29,9
"1225","NorthernAmerica","NorthernAfrica",1993,0,45,-100,29,9
"1226","NorthernEurope","NorthernAfrica",1993,0,59,15,29,9
"1227","Oceania","NorthernAfrica",1993,0,-20,135,29,9
"1228","South-EasternAsia","NorthernAfrica",1993,0,3,114,29,9
"1229","SouthAmerica","NorthernAfrica",1993,0,-25,-65,29,9
"1230","SouthernAfrica","NorthernAfrica",1993,0,-23,30,29,9
"1231","SouthernAsia","NorthernAfrica",1993,0,23,79,29,9
"1232","SouthernEurope","NorthernAfrica",1993,2,40,9,29,9
"1233","WesternAfrica","NorthernAfrica",1993,7,11,1,29,9
"1234","WesternAsia","NorthernAfrica",1993,10,24,42,29,9
"1235","WesternEurope","NorthernAfrica",1993,0,50,5,29,9
"1236","Caribbean","NorthernAmerica",1993,2341.5,21,-78,45,-100
"1237","CentralAmerica","NorthernAmerica",1993,524,16,-93,45,-100
"1238","CentralAsia","NorthernAmerica",1993,164,42,67,45,-100
"1239","EasternAfrica","NorthernAmerica",1993,5086,3,40,45,-100
"1240","EasternAsia","NorthernAmerica",1993,246,41,116,45,-100
"1241","EasternEurope","NorthernAmerica",1993,30904.5,51,39,45,-100
"1242","MiddleAfrica","NorthernAmerica",1993,239,1,17,45,-100
"1243","NorthernAfrica","NorthernAmerica",1993,46,29,9,45,-100
"1245","NorthernEurope","NorthernAmerica",1993,1,59,15,45,-100
"1246","Oceania","NorthernAmerica",1993,71,-20,135,45,-100
"1247","South-EasternAsia","NorthernAmerica",1993,25613,3,114,45,-100
"1248","SouthAmerica","NorthernAmerica",1993,311,-25,-65,45,-100
"1249","SouthernAfrica","NorthernAmerica",1993,9,-23,30,45,-100
"1250","SouthernAsia","NorthernAmerica",1993,1198.5,23,79,45,-100
"1251","SouthernEurope","NorthernAmerica",1993,5,40,9,45,-100
"1252","WesternAfrica","NorthernAmerica",1993,1261.5,11,1,45,-100
"1253","WesternAsia","NorthernAmerica",1993,5469,24,42,45,-100
"1254","WesternEurope","NorthernAmerica",1993,9,50,5,45,-100
"1255","Caribbean","NorthernEurope",1993,142,21,-78,59,15
"1256","CentralAmerica","NorthernEurope",1993,9,16,-93,59,15
"1257","CentralAsia","NorthernEurope",1993,631,42,67,59,15
"1258","EasternAfrica","NorthernEurope",1993,2126.5,3,40,59,15
"1259","EasternAsia","NorthernEurope",1993,66,41,116,59,15
"1260","EasternEurope","NorthernEurope",1993,30842,51,39,59,15
"1261","MiddleAfrica","NorthernEurope",1993,32.5,1,17,59,15
"1262","NorthernAfrica","NorthernEurope",1993,70,29,9,59,15
"1263","NorthernAmerica","NorthernEurope",1993,3,45,-100,59,15
"1265","Oceania","NorthernEurope",1993,0,-20,135,59,15
"1266","South-EasternAsia","NorthernEurope",1993,117.5,3,114,59,15
"1267","SouthAmerica","NorthernEurope",1993,233.5,-25,-65,59,15
"1268","SouthernAfrica","NorthernEurope",1993,15,-23,30,59,15
"1269","SouthernAsia","NorthernEurope",1993,203,23,79,59,15
"1270","SouthernEurope","NorthernEurope",1993,0,40,9,59,15
"1271","WesternAfrica","NorthernEurope",1993,31,11,1,59,15
"1272","WesternAsia","NorthernEurope",1993,4060.5,24,42,59,15
"1273","WesternEurope","NorthernEurope",1993,7,50,5,59,15
"1274","Caribbean","Oceania",1993,0,21,-78,-20,135
"1275","CentralAmerica","Oceania",1993,2,16,-93,-20,135
"1276","CentralAsia","Oceania",1993,0,42,67,-20,135
"1277","EasternAfrica","Oceania",1993,80.5,3,40,-20,135
"1278","EasternAsia","Oceania",1993,0,41,116,-20,135
"1279","EasternEurope","Oceania",1993,1398,51,39,-20,135
"1280","MiddleAfrica","Oceania",1993,4,1,17,-20,135
"1281","NorthernAfrica","Oceania",1993,5,29,9,-20,135
"1282","NorthernAmerica","Oceania",1993,1,45,-100,-20,135
"1283","NorthernEurope","Oceania",1993,2,59,15,-20,135
"1285","South-EasternAsia","Oceania",1993,1655,3,114,-20,135
"1286","SouthAmerica","Oceania",1993,3,-25,-65,-20,135
"1287","SouthernAfrica","Oceania",1993,0,-23,30,-20,135
"1288","SouthernAsia","Oceania",1993,3,23,79,-20,135
"1289","SouthernEurope","Oceania",1993,1,40,9,-20,135
"1290","WesternAfrica","Oceania",1993,0.5,11,1,-20,135
"1291","WesternAsia","Oceania",1993,35.5,24,42,-20,135
"1292","WesternEurope","Oceania",1993,1,50,5,-20,135
"1293","Caribbean","South-EasternAsia",1993,0,21,-78,3,114
"1294","CentralAmerica","South-EasternAsia",1993,0,16,-93,3,114
"1295","CentralAsia","South-EasternAsia",1993,3,42,67,3,114
"1296","EasternAfrica","South-EasternAsia",1993,3.5,3,40,3,114
"1297","EasternAsia","South-EasternAsia",1993,0,41,116,3,114
"1298","EasternEurope","South-EasternAsia",1993,1,51,39,3,114
"1299","MiddleAfrica","South-EasternAsia",1993,1.5,1,17,3,114
"1300","NorthernAfrica","South-EasternAsia",1993,0,29,9,3,114
"1301","NorthernAmerica","South-EasternAsia",1993,0,45,-100,3,114
"1302","NorthernEurope","South-EasternAsia",1993,0,59,15,3,114
"1303","Oceania","South-EasternAsia",1993,0,-20,135,3,114
"1305","SouthAmerica","South-EasternAsia",1993,0,-25,-65,3,114
"1306","SouthernAfrica","South-EasternAsia",1993,1,-23,30,3,114
"1307","SouthernAsia","South-EasternAsia",1993,12,23,79,3,114
"1308","SouthernEurope","South-EasternAsia",1993,0,40,9,3,114
"1309","WesternAfrica","South-EasternAsia",1993,2,11,1,3,114
"1310","WesternAsia","South-EasternAsia",1993,4,24,42,3,114
"1311","WesternEurope","South-EasternAsia",1993,0,50,5,3,114
"1312","Caribbean","SouthAmerica",1993,11,21,-78,-25,-65
"1313","CentralAmerica","SouthAmerica",1993,7,16,-93,-25,-65
"1314","CentralAsia","SouthAmerica",1993,7,42,67,-25,-65
"1315","EasternAfrica","SouthAmerica",1993,4.5,3,40,-25,-65
"1316","EasternAsia","SouthAmerica",1993,2,41,116,-25,-65
"1317","EasternEurope","SouthAmerica",1993,30,51,39,-25,-65
"1318","MiddleAfrica","SouthAmerica",1993,34,1,17,-25,-65
"1319","NorthernAfrica","SouthAmerica",1993,0,29,9,-25,-65
"1320","NorthernAmerica","SouthAmerica",1993,0,45,-100,-25,-65
"1321","NorthernEurope","SouthAmerica",1993,0,59,15,-25,-65
"1322","Oceania","SouthAmerica",1993,0,-20,135,-25,-65
"1323","South-EasternAsia","SouthAmerica",1993,4,3,114,-25,-65
"1325","SouthernAfrica","SouthAmerica",1993,0,-23,30,-25,-65
"1326","SouthernAsia","SouthAmerica",1993,4,23,79,-25,-65
"1327","SouthernEurope","SouthAmerica",1993,0,40,9,-25,-65
"1328","WesternAfrica","SouthAmerica",1993,8,11,1,-25,-65
"1329","WesternAsia","SouthAmerica",1993,7.5,24,42,-25,-65
"1330","WesternEurope","SouthAmerica",1993,0,50,5,-25,-65
"1331","Caribbean","SouthernAfrica",1993,1,21,-78,-23,30
"1332","CentralAmerica","SouthernAfrica",1993,0,16,-93,-23,30
"1333","CentralAsia","SouthernAfrica",1993,1,42,67,-23,30
"1334","EasternAfrica","SouthernAfrica",1993,333.5,3,40,-23,30
"1335","EasternAsia","SouthernAfrica",1993,27,41,116,-23,30
"1336","EasternEurope","SouthernAfrica",1993,4,51,39,-23,30
"1337","MiddleAfrica","SouthernAfrica",1993,6346.5,1,17,-23,30
"1338","NorthernAfrica","SouthernAfrica",1993,0,29,9,-23,30
"1339","NorthernAmerica","SouthernAfrica",1993,0,45,-100,-23,30
"1340","NorthernEurope","SouthernAfrica",1993,0,59,15,-23,30
"1341","Oceania","SouthernAfrica",1993,0,-20,135,-23,30
"1342","South-EasternAsia","SouthernAfrica",1993,2,3,114,-23,30
"1343","SouthAmerica","SouthernAfrica",1993,0,-25,-65,-23,30
"1345","SouthernAsia","SouthernAfrica",1993,14,23,79,-23,30
"1346","SouthernEurope","SouthernAfrica",1993,0,40,9,-23,30
"1347","WesternAfrica","SouthernAfrica",1993,152,11,1,-23,30
"1348","WesternAsia","SouthernAfrica",1993,1,24,42,-23,30
"1349","WesternEurope","SouthernAfrica",1993,0,50,5,-23,30
"1350","Caribbean","SouthernAsia",1993,0,21,-78,23,79
"1351","CentralAmerica","SouthernAsia",1993,0,16,-93,23,79
"1352","CentralAsia","SouthernAsia",1993,13419,42,67,23,79
"1353","EasternAfrica","SouthernAsia",1993,309,3,40,23,79
"1354","EasternAsia","SouthernAsia",1993,28198,41,116,23,79
"1355","EasternEurope","SouthernAsia",1993,39,51,39,23,79
"1356","MiddleAfrica","SouthernAsia",1993,1,1,17,23,79
"1357","NorthernAfrica","SouthernAsia",1993,1,29,9,23,79
"1358","NorthernAmerica","SouthernAsia",1993,0,45,-100,23,79
"1359","NorthernEurope","SouthernAsia",1993,0,59,15,23,79
"1360","Oceania","SouthernAsia",1993,0,-20,135,23,79
"1361","South-EasternAsia","SouthernAsia",1993,3,3,114,23,79
"1362","SouthAmerica","SouthernAsia",1993,0,-25,-65,23,79
"1363","SouthernAfrica","SouthernAsia",1993,0,-23,30,23,79
"1365","SouthernEurope","SouthernAsia",1993,0,40,9,23,79
"1366","WesternAfrica","SouthernAsia",1993,0,11,1,23,79
"1367","WesternAsia","SouthernAsia",1993,3.5,24,42,23,79
"1368","WesternEurope","SouthernAsia",1993,0,50,5,23,79
"1369","Caribbean","SouthernEurope",1993,115,21,-78,40,9
"1370","CentralAmerica","SouthernEurope",1993,0,16,-93,40,9
"1371","CentralAsia","SouthernEurope",1993,57,42,67,40,9
"1372","EasternAfrica","SouthernEurope",1993,10047,3,40,40,9
"1373","EasternAsia","SouthernEurope",1993,2,41,116,40,9
"1374","EasternEurope","SouthernEurope",1993,1154,51,39,40,9
"1375","MiddleAfrica","SouthernEurope",1993,71,1,17,40,9
"1376","NorthernAfrica","SouthernEurope",1993,3.5,29,9,40,9
"1377","NorthernAmerica","SouthernEurope",1993,0,45,-100,40,9
"1378","NorthernEurope","SouthernEurope",1993,0,59,15,40,9
"1379","Oceania","SouthernEurope",1993,0,-20,135,40,9
"1380","South-EasternAsia","SouthernEurope",1993,72,3,114,40,9
"1381","SouthAmerica","SouthernEurope",1993,1,-25,-65,40,9
"1382","SouthernAfrica","SouthernEurope",1993,5,-23,30,40,9
"1383","SouthernAsia","SouthernEurope",1993,27,23,79,40,9
"1385","WesternAfrica","SouthernEurope",1993,30,11,1,40,9
"1386","WesternAsia","SouthernEurope",1993,779.5,24,42,40,9
"1387","WesternEurope","SouthernEurope",1993,0,50,5,40,9
"1388","Caribbean","WesternAfrica",1993,0,21,-78,11,1
"1389","CentralAmerica","WesternAfrica",1993,0,16,-93,11,1
"1390","CentralAsia","WesternAfrica",1993,0,42,67,11,1
"1391","EasternAfrica","WesternAfrica",1993,23,3,40,11,1
"1392","EasternAsia","WesternAfrica",1993,1,41,116,11,1
"1393","EasternEurope","WesternAfrica",1993,0.5,51,39,11,1
"1394","MiddleAfrica","WesternAfrica",1993,288.5,1,17,11,1
"1395","NorthernAfrica","WesternAfrica",1993,0.5,29,9,11,1
"1396","NorthernAmerica","WesternAfrica",1993,0,45,-100,11,1
"1397","NorthernEurope","WesternAfrica",1993,0,59,15,11,1
"1398","Oceania","WesternAfrica",1993,0,-20,135,11,1
"1399","South-EasternAsia","WesternAfrica",1993,7,3,114,11,1
"1400","SouthAmerica","WesternAfrica",1993,0,-25,-65,11,1
"1401","SouthernAfrica","WesternAfrica",1993,6,-23,30,11,1
"1402","SouthernAsia","WesternAfrica",1993,3,23,79,11,1
"1403","SouthernEurope","WesternAfrica",1993,0,40,9,11,1
"1405","WesternAsia","WesternAfrica",1993,6,24,42,11,1
"1406","WesternEurope","WesternAfrica",1993,0,50,5,11,1
"1407","Caribbean","WesternAsia",1993,0,21,-78,24,42
"1408","CentralAmerica","WesternAsia",1993,0,16,-93,24,42
"1409","CentralAsia","WesternAsia",1993,6587,42,67,24,42
"1410","EasternAfrica","WesternAsia",1993,2047,3,40,24,42
"1411","EasternAsia","WesternAsia",1993,1,41,116,24,42
"1412","EasternEurope","WesternAsia",1993,2026,51,39,24,42
"1413","MiddleAfrica","WesternAsia",1993,1,1,17,24,42
"1414","NorthernAfrica","WesternAsia",1993,6,29,9,24,42
"1415","NorthernAmerica","WesternAsia",1993,0,45,-100,24,42
"1416","NorthernEurope","WesternAsia",1993,0,59,15,24,42
"1417","Oceania","WesternAsia",1993,0,-20,135,24,42
"1418","South-EasternAsia","WesternAsia",1993,1,3,114,24,42
"1419","SouthAmerica","WesternAsia",1993,0,-25,-65,24,42
"1420","SouthernAfrica","WesternAsia",1993,0,-23,30,24,42
"1421","SouthernAsia","WesternAsia",1993,1,23,79,24,42
"1422","SouthernEurope","WesternAsia",1993,10,40,9,24,42
"1423","WesternAfrica","WesternAsia",1993,8,11,1,24,42
"1425","WesternEurope","WesternAsia",1993,1,50,5,24,42
"1426","Caribbean","WesternEurope",1993,53,21,-78,50,5
"1427","CentralAmerica","WesternEurope",1993,3,16,-93,50,5
"1428","CentralAsia","WesternEurope",1993,1379.5,42,67,50,5
"1429","EasternAfrica","WesternEurope",1993,9282,3,40,50,5
"1430","EasternAsia","WesternEurope",1993,255.5,41,116,50,5
"1431","EasternEurope","WesternEurope",1993,36612.5,51,39,50,5
"1432","MiddleAfrica","WesternEurope",1993,362,1,17,50,5
"1433","NorthernAfrica","WesternEurope",1993,3347,29,9,50,5
"1434","NorthernAmerica","WesternEurope",1993,4,45,-100,50,5
"1435","NorthernEurope","WesternEurope",1993,26.5,59,15,50,5
"1436","Oceania","WesternEurope",1993,0,-20,135,50,5
"1437","South-EasternAsia","WesternEurope",1993,1173.5,3,114,50,5
"1438","SouthAmerica","WesternEurope",1993,145.5,-25,-65,50,5
"1439","SouthernAfrica","WesternEurope",1993,6.5,-23,30,50,5
"1440","SouthernAsia","WesternEurope",1993,2760,23,79,50,5
"1441","SouthernEurope","WesternEurope",1993,43,40,9,50,5
"1442","WesternAfrica","WesternEurope",1993,232,11,1,50,5
"1443","WesternAsia","WesternEurope",1993,3641,24,42,50,5
"1446","CentralAmerica","Caribbean",1994,13,16,-93,21,-78
"1447","CentralAsia","Caribbean",1994,1,42,67,21,-78
"1448","EasternAfrica","Caribbean",1994,1,3,40,21,-78
"1449","EasternAsia","Caribbean",1994,0,41,116,21,-78
"1450","EasternEurope","Caribbean",1994,0,51,39,21,-78
"1451","MiddleAfrica","Caribbean",1994,2,1,17,21,-78
"1452","NorthernAfrica","Caribbean",1994,0,29,9,21,-78
"1453","NorthernAmerica","Caribbean",1994,0,45,-100,21,-78
"1454","NorthernEurope","Caribbean",1994,0,59,15,21,-78
"1455","Oceania","Caribbean",1994,0,-20,135,21,-78
"1456","South-EasternAsia","Caribbean",1994,0,3,114,21,-78
"1457","SouthAmerica","Caribbean",1994,1,-25,-65,21,-78
"1458","SouthernAfrica","Caribbean",1994,0,-23,30,21,-78
"1459","SouthernAsia","Caribbean",1994,0,23,79,21,-78
"1460","SouthernEurope","Caribbean",1994,0,40,9,21,-78
"1461","WesternAfrica","Caribbean",1994,0,11,1,21,-78
"1462","WesternAsia","Caribbean",1994,0,24,42,21,-78
"1463","WesternEurope","Caribbean",1994,0,50,5,21,-78
"1464","Caribbean","CentralAmerica",1994,388,21,-78,16,-93
"1466","CentralAsia","CentralAmerica",1994,1,42,67,16,-93
"1467","EasternAfrica","CentralAmerica",1994,10,3,40,16,-93
"1468","EasternAsia","CentralAmerica",1994,0,41,116,16,-93
"1469","EasternEurope","CentralAmerica",1994,1,51,39,16,-93
"1470","MiddleAfrica","CentralAmerica",1994,0,1,17,16,-93
"1471","NorthernAfrica","CentralAmerica",1994,0,29,9,16,-93
"1472","NorthernAmerica","CentralAmerica",1994,0,45,-100,16,-93
"1473","NorthernEurope","CentralAmerica",1994,0,59,15,16,-93
"1474","Oceania","CentralAmerica",1994,0,-20,135,16,-93
"1475","South-EasternAsia","CentralAmerica",1994,1,3,114,16,-93
"1476","SouthAmerica","CentralAmerica",1994,119,-25,-65,16,-93
"1477","SouthernAfrica","CentralAmerica",1994,0,-23,30,16,-93
"1478","SouthernAsia","CentralAmerica",1994,1,23,79,16,-93
"1479","SouthernEurope","CentralAmerica",1994,0,40,9,16,-93
"1480","WesternAfrica","CentralAmerica",1994,0,11,1,16,-93
"1481","WesternAsia","CentralAmerica",1994,1,24,42,16,-93
"1482","WesternEurope","CentralAmerica",1994,0,50,5,16,-93
"1483","Caribbean","CentralAsia",1994,0,21,-78,42,67
"1484","CentralAmerica","CentralAsia",1994,0,16,-93,42,67
"1486","EasternAfrica","CentralAsia",1994,1,3,40,42,67
"1487","EasternAsia","CentralAsia",1994,1,41,116,42,67
"1488","EasternEurope","CentralAsia",1994,1393.5,51,39,42,67
"1489","MiddleAfrica","CentralAsia",1994,0,1,17,42,67
"1490","NorthernAfrica","CentralAsia",1994,0,29,9,42,67
"1491","NorthernAmerica","CentralAsia",1994,0,45,-100,42,67
"1492","NorthernEurope","CentralAsia",1994,0,59,15,42,67
"1493","Oceania","CentralAsia",1994,0,-20,135,42,67
"1494","South-EasternAsia","CentralAsia",1994,0,3,114,42,67
"1495","SouthAmerica","CentralAsia",1994,1,-25,-65,42,67
"1496","SouthernAfrica","CentralAsia",1994,0,-23,30,42,67
"1497","SouthernAsia","CentralAsia",1994,1,23,79,42,67
"1498","SouthernEurope","CentralAsia",1994,0,40,9,42,67
"1499","WesternAfrica","CentralAsia",1994,0,11,1,42,67
"1500","WesternAsia","CentralAsia",1994,38,24,42,42,67
"1501","WesternEurope","CentralAsia",1994,0,50,5,42,67
"1502","Caribbean","EasternAfrica",1994,0,21,-78,3,40
"1503","CentralAmerica","EasternAfrica",1994,0,16,-93,3,40
"1504","CentralAsia","EasternAfrica",1994,0,42,67,3,40
"1506","EasternAsia","EasternAfrica",1994,0,41,116,3,40
"1507","EasternEurope","EasternAfrica",1994,0,51,39,3,40
"1508","MiddleAfrica","EasternAfrica",1994,152.5,1,17,3,40
"1509","NorthernAfrica","EasternAfrica",1994,0,29,9,3,40
"1510","NorthernAmerica","EasternAfrica",1994,0,45,-100,3,40
"1511","NorthernEurope","EasternAfrica",1994,0,59,15,3,40
"1512","Oceania","EasternAfrica",1994,0,-20,135,3,40
"1513","South-EasternAsia","EasternAfrica",1994,0,3,114,3,40
"1514","SouthAmerica","EasternAfrica",1994,0,-25,-65,3,40
"1515","SouthernAfrica","EasternAfrica",1994,60,-23,30,3,40
"1516","SouthernAsia","EasternAfrica",1994,0,23,79,3,40
"1517","SouthernEurope","EasternAfrica",1994,0,40,9,3,40
"1518","WesternAfrica","EasternAfrica",1994,14,11,1,3,40
"1519","WesternAsia","EasternAfrica",1994,5,24,42,3,40
"1520","WesternEurope","EasternAfrica",1994,0,50,5,3,40
"1521","Caribbean","EasternAsia",1994,0,21,-78,41,116
"1522","CentralAmerica","EasternAsia",1994,0,16,-93,41,116
"1523","CentralAsia","EasternAsia",1994,4,42,67,41,116
"1524","EasternAfrica","EasternAsia",1994,4,3,40,41,116
"1526","EasternEurope","EasternAsia",1994,0,51,39,41,116
"1527","MiddleAfrica","EasternAsia",1994,2,1,17,41,116
"1528","NorthernAfrica","EasternAsia",1994,1,29,9,41,116
"1529","NorthernAmerica","EasternAsia",1994,0,45,-100,41,116
"1530","NorthernEurope","EasternAsia",1994,0,59,15,41,116
"1531","Oceania","EasternAsia",1994,0,-20,135,41,116
"1532","South-EasternAsia","EasternAsia",1994,61.5,3,114,41,116
"1533","SouthAmerica","EasternAsia",1994,0,-25,-65,41,116
"1534","SouthernAfrica","EasternAsia",1994,0,-23,30,41,116
"1535","SouthernAsia","EasternAsia",1994,1,23,79,41,116
"1536","SouthernEurope","EasternAsia",1994,0,40,9,41,116
"1537","WesternAfrica","EasternAsia",1994,3,11,1,41,116
"1538","WesternAsia","EasternAsia",1994,1,24,42,41,116
"1539","WesternEurope","EasternAsia",1994,0,50,5,41,116
"1540","Caribbean","EasternEurope",1994,1,21,-78,51,39
"1541","CentralAmerica","EasternEurope",1994,0,16,-93,51,39
"1542","CentralAsia","EasternEurope",1994,16883.5,42,67,51,39
"1543","EasternAfrica","EasternEurope",1994,87,3,40,51,39
"1544","EasternAsia","EasternEurope",1994,1,41,116,51,39
"1546","MiddleAfrica","EasternEurope",1994,56.5,1,17,51,39
"1547","NorthernAfrica","EasternEurope",1994,4,29,9,51,39
"1548","NorthernAmerica","EasternEurope",1994,1,45,-100,51,39
"1549","NorthernEurope","EasternEurope",1994,322,59,15,51,39
"1550","Oceania","EasternEurope",1994,0,-20,135,51,39
"1551","South-EasternAsia","EasternEurope",1994,2,3,114,51,39
"1552","SouthAmerica","EasternEurope",1994,0,-25,-65,51,39
"1553","SouthernAfrica","EasternEurope",1994,1,-23,30,51,39
"1554","SouthernAsia","EasternEurope",1994,80,23,79,51,39
"1555","SouthernEurope","EasternEurope",1994,0,40,9,51,39
"1556","WesternAfrica","EasternEurope",1994,4,11,1,51,39
"1557","WesternAsia","EasternEurope",1994,12036,24,42,51,39
"1558","WesternEurope","EasternEurope",1994,0,50,5,51,39
"1559","Caribbean","MiddleAfrica",1994,0,21,-78,1,17
"1560","CentralAmerica","MiddleAfrica",1994,0,16,-93,1,17
"1561","CentralAsia","MiddleAfrica",1994,1,42,67,1,17
"1562","EasternAfrica","MiddleAfrica",1994,1206718,3,40,1,17
"1563","EasternAsia","MiddleAfrica",1994,0,41,116,1,17
"1564","EasternEurope","MiddleAfrica",1994,0,51,39,1,17
"1566","NorthernAfrica","MiddleAfrica",1994,0,29,9,1,17
"1567","NorthernAmerica","MiddleAfrica",1994,0,45,-100,1,17
"1568","NorthernEurope","MiddleAfrica",1994,0,59,15,1,17
"1569","Oceania","MiddleAfrica",1994,0,-20,135,1,17
"1570","South-EasternAsia","MiddleAfrica",1994,0,3,114,1,17
"1571","SouthAmerica","MiddleAfrica",1994,0,-25,-65,1,17
"1572","SouthernAfrica","MiddleAfrica",1994,0,-23,30,1,17
"1573","SouthernAsia","MiddleAfrica",1994,0,23,79,1,17
"1574","SouthernEurope","MiddleAfrica",1994,0,40,9,1,17
"1575","WesternAfrica","MiddleAfrica",1994,81.5,11,1,1,17
"1576","WesternAsia","MiddleAfrica",1994,0,24,42,1,17
"1577","WesternEurope","MiddleAfrica",1994,0,50,5,1,17
"1578","Caribbean","NorthernAfrica",1994,0,21,-78,29,9
"1579","CentralAmerica","NorthernAfrica",1994,0,16,-93,29,9
"1580","CentralAsia","NorthernAfrica",1994,3,42,67,29,9
"1581","EasternAfrica","NorthernAfrica",1994,855,3,40,29,9
"1582","EasternAsia","NorthernAfrica",1994,0,41,116,29,9
"1583","EasternEurope","NorthernAfrica",1994,31,51,39,29,9
"1584","MiddleAfrica","NorthernAfrica",1994,5,1,17,29,9
"1586","NorthernAmerica","NorthernAfrica",1994,0,45,-100,29,9
"1587","NorthernEurope","NorthernAfrica",1994,0,59,15,29,9
"1588","Oceania","NorthernAfrica",1994,0,-20,135,29,9
"1589","South-EasternAsia","NorthernAfrica",1994,2,3,114,29,9
"1590","SouthAmerica","NorthernAfrica",1994,0,-25,-65,29,9
"1591","SouthernAfrica","NorthernAfrica",1994,0,-23,30,29,9
"1592","SouthernAsia","NorthernAfrica",1994,0,23,79,29,9
"1593","SouthernEurope","NorthernAfrica",1994,1,40,9,29,9
"1594","WesternAfrica","NorthernAfrica",1994,20,11,1,29,9
"1595","WesternAsia","NorthernAfrica",1994,19,24,42,29,9
"1596","WesternEurope","NorthernAfrica",1994,0,50,5,29,9
"1597","Caribbean","NorthernAmerica",1994,4850.5,21,-78,45,-100
"1598","CentralAmerica","NorthernAmerica",1994,569.5,16,-93,45,-100
"1599","CentralAsia","NorthernAmerica",1994,10313,42,67,45,-100
"1600","EasternAfrica","NorthernAmerica",1994,5497.5,3,40,45,-100
"1601","EasternAsia","NorthernAmerica",1994,386.5,41,116,45,-100
"1602","EasternEurope","NorthernAmerica",1994,15314,51,39,45,-100
"1603","MiddleAfrica","NorthernAmerica",1994,161.5,1,17,45,-100
"1604","NorthernAfrica","NorthernAmerica",1994,72.5,29,9,45,-100
"1606","NorthernEurope","NorthernAmerica",1994,12,59,15,45,-100
"1607","Oceania","NorthernAmerica",1994,32,-20,135,45,-100
"1608","South-EasternAsia","NorthernAmerica",1994,7261.5,3,114,45,-100
"1609","SouthAmerica","NorthernAmerica",1994,1511,-25,-65,45,-100
"1610","SouthernAfrica","NorthernAmerica",1994,124,-23,30,45,-100
"1611","SouthernAsia","NorthernAmerica",1994,991.5,23,79,45,-100
"1612","SouthernEurope","NorthernAmerica",1994,10,40,9,45,-100
"1613","WesternAfrica","NorthernAmerica",1994,1065.5,11,1,45,-100
"1614","WesternAsia","NorthernAmerica",1994,6432,24,42,45,-100
"1615","WesternEurope","NorthernAmerica",1994,49,50,5,45,-100
"1616","Caribbean","NorthernEurope",1994,166,21,-78,59,15
"1617","CentralAmerica","NorthernEurope",1994,16,16,-93,59,15
"1618","CentralAsia","NorthernEurope",1994,695,42,67,59,15
"1619","EasternAfrica","NorthernEurope",1994,3288,3,40,59,15
"1620","EasternAsia","NorthernEurope",1994,28.5,41,116,59,15
"1621","EasternEurope","NorthernEurope",1994,39995,51,39,59,15
"1622","MiddleAfrica","NorthernEurope",1994,90,1,17,59,15
"1623","NorthernAfrica","NorthernEurope",1994,94,29,9,59,15
